,activeinvestors,alternateofficecount,businessstatus,companyalsoknownas,companyfinancingstatus,companyformername,companyid,companylegalname,companyname,description,employees,exchange,facebookprofileurl,financingstatusnote,firstfinancingdate,firstfinancingdealclass,firstfinancingdealtype,firstfinancingdealtype2,firstfinancingdealtype3,firstfinancingsize,firstfinancingsizestatus,firstfinancingstatus,formerinvestors,growthrate,growthratechange,growthratepercentchange,growthratepercentile,hqaddressline1,hqaddressline2,hqcity,hqcountry,hqemail,hqfax,hqglobalregion,hqglobalsubregion,hqlocation,hqphone,hqpostcode,hqstate_province,keywords,lastfinancingdate,lastfinancingdealclass,lastfinancingdealtype,lastfinancingdealtype2,lastfinancingdealtype3,lastfinancingsize,lastfinancingsizestatus,lastfinancingstatus,lastupdated,linkedinprofileurl,ownershipstatus,parentcompany,pitchbookprofilelink,primaryindustrycode,primaryindustrygroup,primaryindustrysector,sizemultiple,sizemultiplechange,sizemultiplepercentchange,sizemultiplepercentile,socialgrowthrate,socialgrowthratepercentile,socialsizemultiple,socialsizemultiplepercentile,ticker,totalraised,twitterfollowers,twitterfollowerschange,twitterfollowerspercentchange,twittergrowthrate,twittergrowthratepercentile,twitterprofileurl,twittersizemultiple,twittersizemultiplepercentile,universe,webgrowthrate,webgrowthratepercentile,website,websizemultiple,websizemultiplepercentile,wrds_src,yearfounded
77,,,Generating Revenue,,Corporate Backed or Acquired,,100011-16,Parker Hobart Associates Ltd,Parker Hobart,Provider of consumer public relation services. The company offers tailored public relation and digital marketing campaigns.,11.0,,,"The company was acquired by Wild Card for an undisclosed amount on December 1, 2014. The company is no longer actively tracked by PitchBook.",2014-12-01,Corporate,Merger/Acquisition,,,,,Completed,,,,,,4th Floor,1 Harewood Place,London,United Kingdom,,,Europe,Western Europe,"London, United Kingdom",,W1S 1BU,England,"consumer public relation, public relation service",2014-12-01,Corporate,Merger/Acquisition,,,,,Completed,2021-04-21,,Acquired/Merged,,https://my.pitchbook.com?c=100011-16,Media and Information Services (B2B),Commercial Services,Business Products and Services (B2B),,,,,,,,,,,,,,,,,,,M&A,,,www.parkerhobart.com,,,ot_row,1978.0
78,,,Generating Revenue,Rochester,Corporate Backed or Acquired,,100011-61,Rochester Global Ltd.,Rochester Global,Provider professional staffing services. The company offers talent acquisition and career opportunity services.,2.0,,,"The company was acquired by FinTech Consulting for an undisclosed amount on August 15, 2013. The company is no longer actively tracked by PitchBook.",2013-08-15,Corporate,Merger/Acquisition,,,,,Completed,,0.0,0.0,0.0,13.0,Devonshire House,582 Honeypot Lane,Stanmore,United Kingdom,info@rochesterglobal.com,,Europe,Western Europe,"Stanmore, United Kingdom",+44 (0)78 7239 5880,HA4 6QN,England,"staffing service, talent acquisition",2013-08-15,Corporate,Merger/Acquisition,,,,,Completed,2021-06-08,,Acquired/Merged (Operating Subsidiary),ApTask,https://my.pitchbook.com?c=100011-61,Human Capital Services,Commercial Services,Business Products and Services (B2B),0.13,0.0,0.0,8.0,,,,,,,,,,,,,,,M&A,0.0,10.0,www.rochesterglobal.com,0.13,8.0,ot_row,2013.0
79,2.0,,Generating Revenue/Not Profitable,PACE,Corporation,,100011-70,"Pace Development Corporation Public Co., Ltd.",Pace Development,"PACE Development Corp PCL is engaged in property development. Its projects include Nimit Langsuan, MahaSamutr, and Saladaeng Residences. the company operates through two segments namely, Real estate development segment, which develops and sells land and houses, and condominium units; and Retailer of premium gourmet and delicatessen segment.",,BKK,https://www.facebook.com/pacedevelopment,"The company (BKK: PACE) received an undisclosed amount of of development capital from Asia Alpha Equity Fund 2 on September 6, 2018 through a private placement.",2013-08-07,Public Investment,IPO,,,66.96875955,Actual,Completed,,-0.06,0.0,0.0,10.0,"53 Sivatel Tower, 16th Floor, Room 1606","Wireless Road, Lumpini",Bangkok,Thailand,ir@pacedev.com,+66 (0)2 1189598,Asia,Southeast Asia,"Bangkok, Thailand",+66 (0)2 1189599,10300,,"real estate, real estate developer",2018-09-06,Private Equity,PIPE,,,,,Completed,2021-06-08,,Publicly Held,,https://my.pitchbook.com?c=100011-70,Real Estate Services (B2C),Services (Non-Financial),Consumer Products and Services (B2C),3.46,0.0,0.01,78.0,0.0,41.0,0.05,10.0,PACE,100.49934251,15.0,0.0,0.0,0.0,41.0,https://twitter.com/paceofficial,0.05,10.0,"Private Equity, Publicly Listed",-0.11,9.0,www.pacedev.com,6.87,87.0,ot_row,2004.0
80,2.0,,Generating Revenue/Not Profitable,PACE,Corporation,,100011-70,"Pace Development Corporation Public Co., Ltd.",Pace Development,"PACE Development Corp PCL is engaged in property development. Its projects include Nimit Langsuan, MahaSamutr, and Saladaeng Residences. the company operates through two segments namely, Real estate development segment, which develops and sells land and houses, and condominium units; and Retailer of premium gourmet and delicatessen segment.",,BKK,https://www.facebook.com/pacedevelopment,"The company (BKK: PACE) received an undisclosed amount of of development capital from Asia Alpha Equity Fund 2 on September 6, 2018 through a private placement.",2013-08-07,Public Investment,IPO,,,66.96875955,Actual,Completed,,-0.06,0.0,0.0,10.0,"53 Sivatel Tower, 16th Floor, Room 1606","Wireless Road, Lumpini",Bangkok,Thailand,ir@pacedev.com,+66 (0)2 1189598,Asia,Southeast Asia,"Bangkok, Thailand",+66 (0)2 1189599,10300,,"real estate, real estate developer",2018-09-06,Private Equity,PIPE,,,,,Completed,2021-06-08,,Publicly Held,,https://my.pitchbook.com?c=100011-70,Real Estate Services (B2C),Services (Non-Financial),Consumer Products and Services (B2C),3.46,0.0,0.01,78.0,0.0,41.0,0.05,10.0,PACE,100.49934251,15.0,0.0,0.0,0.0,41.0,https://twitter.com/paceofficial,0.05,10.0,"Private Equity, Publicly Listed",-0.11,9.0,www.pacedev.com,6.87,87.0,pe_row,2004.0
81,,,Generating Revenue,,Formerly VC-backed,,100011-79,,Access Technology (Chicago),Manufacturer and distributor of (VAX) virtual address extension. The company offers a virtual address extension which is a data processor. It is used as a processing unit for execution of computer programs.,,,,"The company was acquired by CA Technologies on December 2, 1991, for an undisclosed amount. The company is no longer actively tracked by PitchBook.",,Venture Capital,Early Stage VC,,,,,Completed,1.0,,,,,,,Chicago,United States,,,Americas,North America,"Chicago, IL",,,Illinois,"computer programming machine, data processor, processing unit, processor",1991-12-02,Corporate,Merger/Acquisition,,,,,Completed,2021-04-21,,Acquired/Merged,,https://my.pitchbook.com?c=100011-79,Electronic Equipment and Instruments,Computer Hardware,Information Technology,,,,,,,,,,,,,,,,,,,Venture Capital,,,,,,ot_na,
82,,,Generating Revenue,,Formerly VC-backed,,100011-79,,Access Technology (Chicago),Manufacturer and distributor of (VAX) virtual address extension. The company offers a virtual address extension which is a data processor. It is used as a processing unit for execution of computer programs.,,,,"The company was acquired by CA Technologies on December 2, 1991, for an undisclosed amount. The company is no longer actively tracked by PitchBook.",,Venture Capital,Early Stage VC,,,,,Completed,1.0,,,,,,,Chicago,United States,,,Americas,North America,"Chicago, IL",,,Illinois,"computer programming machine, data processor, processing unit, processor",1991-12-02,Corporate,Merger/Acquisition,,,,,Completed,2021-04-21,,Acquired/Merged,,https://my.pitchbook.com?c=100011-79,Electronic Equipment and Instruments,Computer Hardware,Information Technology,,,,,,,,,,,,,,,,,,,Venture Capital,,,,,,vc_na,
83,,,Generating Revenue,,Corporate Backed or Acquired,,100011-88,Metzgerei Stettler AG,Metzgerei Stettler,"Operator of an organic butcher shop. The company processes and sells organic meat products to private clients, health-food stores, butcher shops and catering establishments in Switzerland.",25.0,,https://www.facebook.com/biometzg,"The company was acquired by Gavis Bregy Commerce for an undisclosed amount on August 15, 2013. The company is no longer actively tracked by PitchBook.",2013-08-15,Corporate,Merger/Acquisition,,,,,Completed,,-0.02,0.0,0.0,12.0,Marktgasse 15,,Langenthal,Switzerland,stettler@bio-metzg.ch,+41 (0)62 922 8862,Europe,Western Europe,"Langenthal, Switzerland",+41 (0)62 922 1813,4900,,"aged meat, meat preparation, meat product",2013-08-15,Corporate,Merger/Acquisition,,,,,Completed,2021-06-08,,Acquired/Merged (Operating Subsidiary),Gavis Bregy Commerce,https://my.pitchbook.com?c=100011-88,Food Products,Consumer Non-Durables,Consumer Products and Services (B2C),1.3,0.0,0.29,58.0,-0.05,32.0,0.79,46.0,,,252.0,0.0,0.0,-0.05,32.0,https://twitter.com/biometzg,0.79,46.0,M&A,0.0,10.0,www.bio-metzg.ch,1.8,64.0,ot_row,1945.0
84,,,Generating Revenue,,Corporate Backed or Acquired,,100012-24,PMD Technologies GmbH,PMDTechnologies,Developer of equipment and computer hardware. The company develops 3D imaging hardware and software products.,51.0,,,"The company was acquired by ifm electronic for an undisclosed amount on August 15, 2013. The company is no longer actively tracked by PitchBook.",2013-08-15,Corporate,Merger/Acquisition,,,,,Completed,,0.24,0.0,0.0,92.0,Am Eichenhang 50,,Siegen,Germany,info@pmdtec.com,+49 (0)27 1238 5388 09,Europe,Western Europe,"Siegen, Germany",+49 (0)27 1238 5388 00,57076,,"3d chips technology, circuit technology",2013-08-15,Corporate,Merger/Acquisition,,,,,Completed,2021-06-08,,Acquired/Merged (Operating Subsidiary),ifm electronic,https://my.pitchbook.com?c=100012-24,Office Electronics,Computer Hardware,Information Technology,8.99,0.01,0.12,90.0,-0.03,36.0,2.33,66.0,,,741.0,-2.0,-0.27,-0.03,36.0,https://twitter.com/pmdtec,2.33,66.0,M&A,0.51,94.0,www.pmdtec.com,15.65,94.0,ot_row,2002.0
85,2.0,,Profitable,,Private Equity-Backed,,100014-31,Clairol Inc.,Clairol,Manufacturer of personal care products. The company is the producer and distributor of hair color and hair care products.,1001.0,,https://www.facebook.com/clairol,"The company was acquired by Kohlberg Kravis Roberts through an LBO on November 30, 2020 for an undisclosed sum. The deal is a part of the strategic transaction where KKR acquired a 60% stake in Coty's beauty, nail care and retail hair businesses, including Wella, Clairol, OPI and ghd brands for approximately $2.5 billion.",1959-01-01,Corporate,Merger/Acquisition,,,,,Completed,3.0,0.1,-0.02,-15.7,90.0,1 Blachley Road,,Stamford,United States,,,Americas,North America,"Stamford, CT",+1 (800) 252-4765,06922,Connecticut,"beauty vertical, hair care product, hair color, personal care product",2020-11-30,Private Equity,Buyout/LBO,,,,,Completed,2021-06-08,,Privately Held (backing),,https://my.pitchbook.com?c=100014-31,Personal Products,Consumer Non-Durables,Consumer Products and Services (B2C),138.58,0.71,0.52,100.0,-0.21,5.0,201.87,99.0,,,64053.0,-218.0,-0.34,-0.21,5.0,https://twitter.com/clairolcolor,201.87,99.0,"M&A, Private Equity",0.41,93.0,www.clairol.com,75.28,99.0,ot_na,1931.0
86,2.0,,Profitable,,Private Equity-Backed,,100014-31,Clairol Inc.,Clairol,Manufacturer of personal care products. The company is the producer and distributor of hair color and hair care products.,1001.0,,https://www.facebook.com/clairol,"The company was acquired by Kohlberg Kravis Roberts through an LBO on November 30, 2020 for an undisclosed sum. The deal is a part of the strategic transaction where KKR acquired a 60% stake in Coty's beauty, nail care and retail hair businesses, including Wella, Clairol, OPI and ghd brands for approximately $2.5 billion.",1959-01-01,Corporate,Merger/Acquisition,,,,,Completed,3.0,0.1,-0.02,-15.7,90.0,1 Blachley Road,,Stamford,United States,,,Americas,North America,"Stamford, CT",+1 (800) 252-4765,06922,Connecticut,"beauty vertical, hair care product, hair color, personal care product",2020-11-30,Private Equity,Buyout/LBO,,,,,Completed,2021-06-08,,Privately Held (backing),,https://my.pitchbook.com?c=100014-31,Personal Products,Consumer Non-Durables,Consumer Products and Services (B2C),138.58,0.71,0.52,100.0,-0.21,5.0,201.87,99.0,,,64053.0,-218.0,-0.34,-0.21,5.0,https://twitter.com/clairolcolor,201.87,99.0,"M&A, Private Equity",0.41,93.0,www.clairol.com,75.28,99.0,pe_na,1931.0
87,1.0,,Generating Revenue,,Corporate Backed or Acquired,,100015-66,Linx International Ltd,Linx International,"Provider of business consulting services. The company provides a range of security, risk management and investigative functions together with provision of operational, procedural and strategic advice and training.",,,,"A 25% stake in the company was acquired by red24 (LSE: REDT) for an undisclosed amount on August 1, 2013. The company is no longer actively tracked by PitchBook.",2013-08-01,Corporate,Corporate,Corporate,,,,Completed,,0.0,0.0,0.0,13.0,"Burgundy House, 6 Snellings Road","Hersham, Walton on Thames",Surrey,United Kingdom,enquiries@linx-int.com,,Europe,Western Europe,"Surrey, United Kingdom",+44 (0)19 3222 5151,KT12 5JG,England,"business service, commercial investigation, crisis management",2013-08-01,Corporate,Corporate,Corporate,,,,Completed,2021-06-08,,Privately Held (backing),,https://my.pitchbook.com?c=100015-66,Consulting Services (B2B),Commercial Services,Business Products and Services (B2B),1.33,0.0,0.0,58.0,,,,,,,,,,,,,,,M&A,0.0,10.0,www.linx-int.com,1.33,57.0,ot_row,1986.0
88,,,Profitable,Prio,Formerly PE-Backed,,100016-02,"Prio Energy, S.A.",Prio Energy,Producer and distributor of biofuels. The company is engaged in the distribution and marketing of liquid fuels through its network of large fueling stations in Portugal.,700.0,,https://www.facebook.com/PrioEnergy,"The company was acquired by DISA Industries, a subsidiary of Norican Group, for an undisclosed amount on October 31, 2020.",2008-03-13,Corporate,Secondary Transaction - Private,,,16.70060283,Actual,Completed,2.0,,,,,Terminal de Granéis Líquidos,"Porto de Aveiro - Lote B, Gafanha da Nazaré",Ílhavo,Portugal,info@prioenergy.com,+351 23 439 0019,Europe,Southern Europe,"Ílhavo, Portugal",+351 23 439 0010,3834,,"biofuel station, biofuels producer, fuel distribution, fuel distribution network, gas distribution",2020-10-31,Corporate,Merger/Acquisition,,,,,Completed,2021-04-21,http://www.linkedin.com/company/prioenergy/,Acquired/Merged (Operating Subsidiary),DISA Industries,https://my.pitchbook.com?c=100016-02,Energy Production,"Exploration, Production and Refining",Energy,,,,,,,,,,,,,,,,,,,"M&A, Private Equity",,,www.prio.pt,,,ot_row,2006.0
89,,1.0,Profitable,,Corporate Backed or Acquired,Reed Business Information (Italy),100017-19,DBInformation Spa,DBInformation,"Provider of printing and publishing services. The company engages in the publishing of books, periodicals and other editorials.",170.0,,https://www.facebook.com/dbinformation.it,"The company was acquired by BV Multimedia on August 1, 2013 for an undisclosed sum. The company is no longer actively tracked by PitchBook.",2013-08-01,Corporate,Merger/Acquisition,,,,,Completed,1.0,,,,,Viale G. Richard 1/A,,Milan,Italy,,,Europe,Southern Europe,"Milan, Italy",,20143,,"books and periodicals, editorial, publishing house",2013-08-01,Corporate,Merger/Acquisition,,,,,Completed,2021-04-21,http://www.linkedin.com/company/dbinformation,Acquired/Merged,,https://my.pitchbook.com?c=100017-19,Printing Services (B2B),Commercial Services,Business Products and Services (B2B),,,,,,,,,,,,,,,,,,,M&A,,,www.dbinformation.it,,,ot_row,1996.0
90,,,Generating Revenue,,Formerly PE-Backed,United Expressline,100018-00,"United Trailers, Inc.",United Trailers,Manufacturer of trailers. The company manufactures steel-framed cargo and trailer in the United States and sells it to cargo trailer industry.,,,https://www.facebook.com/unitedtrailers,"The company was acquired by Trailer Acquisition Corp. for an undisclosed amount on August 22, 2012. The company is no longer actively tracked by PitchBook.",2001-07-31,Private Equity,Buyout/LBO,,,12.5,Actual,Completed,1.0,,,,,19985 County Road 8,,Bristol,United States,,+1 (574) 848-4643,Americas,North America,"Bristol, IN",+1 (574) 848-7088,46507,Indiana,"cargo, steel-framed cargo",2020-04-09,Debt,Debt - PPP,,,1.0199,Actual,Completed,2021-04-21,,Acquired/Merged (Operating Subsidiary),Trailer Acquisition Corp.,https://my.pitchbook.com?c=100018-00,Road,Commercial Transportation,Business Products and Services (B2B),,,,,,,,,,,,,,,,,,,"Debt Financed, Private Equity",,,www.united-trailers.com,,,ot_na,1989.0
91,,,Generating Revenue,,Formerly PE-Backed,United Expressline,100018-00,"United Trailers, Inc.",United Trailers,Manufacturer of trailers. The company manufactures steel-framed cargo and trailer in the United States and sells it to cargo trailer industry.,,,https://www.facebook.com/unitedtrailers,"The company was acquired by Trailer Acquisition Corp. for an undisclosed amount on August 22, 2012. The company is no longer actively tracked by PitchBook.",2001-07-31,Private Equity,Buyout/LBO,,,12.5,Actual,Completed,1.0,,,,,19985 County Road 8,,Bristol,United States,,+1 (574) 848-4643,Americas,North America,"Bristol, IN",+1 (574) 848-7088,46507,Indiana,"cargo, steel-framed cargo",2020-04-09,Debt,Debt - PPP,,,1.0199,Actual,Completed,2021-04-21,,Acquired/Merged (Operating Subsidiary),Trailer Acquisition Corp.,https://my.pitchbook.com?c=100018-00,Road,Commercial Transportation,Business Products and Services (B2B),,,,,,,,,,,,,,,,,,,"Debt Financed, Private Equity",,,www.united-trailers.com,,,pe_na,1989.0
